date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:02:03	7376/7376	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2003%20Mar%202023%2018:33:07%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek-ext.woff2	C:/My%20Web%20Sites/new%20try/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek-ext.woff2	(from https://www.classcentral.com/)
10:02:03	8444/8444	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2003%20Mar%202023%2018:33:07%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek.woff2	C:/My%20Web%20Sites/new%20try/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek.woff2	(from https://www.classcentral.com/)
10:02:04	5804/5804	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2003%20Mar%202023%2018:30:21%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-vietnamese.woff2	C:/My%20Web%20Sites/new%20try/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-vietnamese.woff2	(from https://www.classcentral.com/)
10:02:04	14960/14960	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2003%20Mar%202023%2018:30:21%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin-ext.woff2	C:/My%20Web%20Sites/new%20try/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin-ext.woff2	(from https://www.classcentral.com/)
10:02:05	16112/16112	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2003%20Mar%202023%2018:30:21%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin.woff2	C:/My%20Web%20Sites/new%20try/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin.woff2	(from https://www.classcentral.com/)
10:02:05	6816/6816	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2003%20Mar%202023%2018:33:07%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic-ext.woff2	C:/My%20Web%20Sites/new%20try/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic-ext.woff2	(from https://www.classcentral.com/)
10:02:05	9696/9696	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2003%20Mar%202023%2018:30:21%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic.woff2	C:/My%20Web%20Sites/new%20try/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic.woff2	(from https://www.classcentral.com/)
10:02:06	7244/7244	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2003%20Mar%202023%2018:30:21%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek-ext.woff2	C:/My%20Web%20Sites/new%20try/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek-ext.woff2	(from https://www.classcentral.com/)
10:02:06	8248/8248	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2003%20Mar%202023%2018:30:21%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek.woff2	C:/My%20Web%20Sites/new%20try/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek.woff2	(from https://www.classcentral.com/)
10:02:06	5784/5784	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2003%20Mar%202023%2018:33:07%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-vietnamese.woff2	C:/My%20Web%20Sites/new%20try/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-vietnamese.woff2	(from https://www.classcentral.com/)
10:02:06	15016/15016	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2003%20Mar%202023%2018:30:21%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin-ext.woff2	C:/My%20Web%20Sites/new%20try/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin-ext.woff2	(from https://www.classcentral.com/)
10:02:07	15948/15948	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2003%20Mar%202023%2018:30:21%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin.woff2	C:/My%20Web%20Sites/new%20try/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin.woff2	(from https://www.classcentral.com/)
10:02:07	6696/6696	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2003%20Mar%202023%2018:33:07%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic-ext.woff2	C:/My%20Web%20Sites/new%20try/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic-ext.woff2	(from https://www.classcentral.com/)
10:02:07	9540/9540	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2003%20Mar%202023%2018:30:21%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic.woff2	C:/My%20Web%20Sites/new%20try/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic.woff2	(from https://www.classcentral.com/)
10:02:07	7360/7360	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2003%20Mar%202023%2018:30:21%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek-ext.woff2	C:/My%20Web%20Sites/new%20try/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek-ext.woff2	(from https://www.classcentral.com/)
10:02:07	8280/8280	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2003%20Mar%202023%2018:33:07%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek.woff2	C:/My%20Web%20Sites/new%20try/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek.woff2	(from https://www.classcentral.com/)
10:02:08	5676/5676	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2003%20Mar%202023%2018:30:21%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-vietnamese.woff2	C:/My%20Web%20Sites/new%20try/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-vietnamese.woff2	(from https://www.classcentral.com/)
10:02:08	14808/14808	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2003%20Mar%202023%2018:30:21%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin-ext.woff2	C:/My%20Web%20Sites/new%20try/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin-ext.woff2	(from https://www.classcentral.com/)
10:02:09	15764/15764	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2003%20Mar%202023%2018:30:21%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin.woff2	C:/My%20Web%20Sites/new%20try/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin.woff2	(from https://www.classcentral.com/)
10:02:10	990/990	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Mar%202023%2018:33:07%20GMT	https://www.classcentral.com/images/fade-gradient.png	C:/My%20Web%20Sites/new%20try/www.classcentral.com/images/fade-gradient.png	(from https://www.classcentral.com/)
10:02:10	50234/50234	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2010%20Jan%202023%2021:29:14%20GMT	http://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/new%20try/www.google-analytics.com/analytics.js	(from https://www.classcentral.com/)
10:02:13	600876/600876	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Mar%202023%2004:32:15%20GMT	https://www.classcentral.com/rankings	C:/My%20Web%20Sites/new%20try/www.classcentral.com/rankings.html	(from https://www.classcentral.com/)
10:02:14	593674/593674	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Mar%202023%2004:32:16%20GMT	https://www.classcentral.com/collections	C:/My%20Web%20Sites/new%20try/www.classcentral.com/collections.html	(from https://www.classcentral.com/)
10:02:15	576168/576168	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Mar%202023%2004:32:17%20GMT	https://www.classcentral.com/subjects	C:/My%20Web%20Sites/new%20try/www.classcentral.com/subjects.html	(from https://www.classcentral.com/)
10:02:17	898106/898106	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Mar%202023%2004:32:18%20GMT	https://www.classcentral.com/subject/cs	C:/My%20Web%20Sites/new%20try/www.classcentral.com/subject/cs.html	(from https://www.classcentral.com/)
10:02:18	7703/7703	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2005%20Mar%202023%2004:32:21%20GMT	https://www.classcentral.com/subject/business	C:/My%20Web%20Sites/new%20try/www.classcentral.com/subject/business	(from https://www.classcentral.com/)
10:02:18	848329/848329	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Mar%202023%2004:32:20%20GMT	https://www.classcentral.com/subject/health	C:/My%20Web%20Sites/new%20try/www.classcentral.com/subject/health.html	(from https://www.classcentral.com/)
10:02:18	7735/7735	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2005%20Mar%202023%2004:32:21%20GMT	https://www.classcentral.com/subject/humanities	C:/My%20Web%20Sites/new%20try/www.classcentral.com/subject/humanities	(from https://www.classcentral.com/)
10:02:19	7951/7951	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2005%20Mar%202023%2004:32:21%20GMT	https://www.classcentral.com/subject/engineering	C:/My%20Web%20Sites/new%20try/www.classcentral.com/subject/engineering.2c.delayed	(from https://www.classcentral.com/)
10:02:19	816655/816655	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Mar%202023%2004:32:21%20GMT	https://www.classcentral.com/subject/maths	C:/My%20Web%20Sites/new%20try/www.classcentral.com/subject/maths.html	(from https://www.classcentral.com/)
10:02:19	7914/7914	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2005%20Mar%202023%2004:32:22%20GMT	https://www.classcentral.com/subject/science	C:/My%20Web%20Sites/new%20try/www.classcentral.com/subject/science.2d.delayed	(from https://www.classcentral.com/)
10:02:20	7732/7732	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2005%20Mar%202023%2004:32:22%20GMT	https://www.classcentral.com/subject/education	C:/My%20Web%20Sites/new%20try/www.classcentral.com/subject/education	(from https://www.classcentral.com/)
10:02:20	7971/7971	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2005%20Mar%202023%2004:32:23%20GMT	https://www.classcentral.com/subject/social-sciences	C:/My%20Web%20Sites/new%20try/www.classcentral.com/subject/social-sciences.2f.delayed	(from https://www.classcentral.com/)
10:02:22	7958/7958	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2005%20Mar%202023%2004:32:24%20GMT	https://www.classcentral.com/subject/data-science	C:/My%20Web%20Sites/new%20try/www.classcentral.com/subject/data-science.31.delayed	(from https://www.classcentral.com/)
10:02:22	8105/8105	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2005%20Mar%202023%2004:32:25%20GMT	https://www.classcentral.com/subject/programming-and-software-development	C:/My%20Web%20Sites/new%20try/www.classcentral.com/subject/programming-and-software-development.32.delayed	(from https://www.classcentral.com/)
10:02:22	8011/8011	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2005%20Mar%202023%2004:32:25%20GMT	https://www.classcentral.com/subject/personal-development	C:/My%20Web%20Sites/new%20try/www.classcentral.com/subject/personal-development.33.delayed	(from https://www.classcentral.com/)
10:02:23	817699/817699	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Mar%202023%2004:32:24%20GMT	https://www.classcentral.com/subject/art-and-design	C:/My%20Web%20Sites/new%20try/www.classcentral.com/subject/art-and-design.html	(from https://www.classcentral.com/)
10:02:23	7722/7722	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2005%20Mar%202023%2004:32:26%20GMT	https://www.classcentral.com/subject/infosec	C:/My%20Web%20Sites/new%20try/www.classcentral.com/subject/infosec	(from https://www.classcentral.com/)
10:02:26	4282/4282	---M--	200	added ('OK')	image/png	date:Sat,%2004%20Mar%202023%2009:47:23%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=d9866ee3df3a50272132b746506802ee	C:/My%20Web%20Sites/new%20try/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-time3e68.png	(from https://www.classcentral.com/)
10:02:27	3029321/3029321	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Mar%202023%2004:32:27%20GMT	https://www.classcentral.com/universities	C:/My%20Web%20Sites/new%20try/www.classcentral.com/universities.html	(from https://www.classcentral.com/)
10:02:27	170511/170511	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2011:04:42%20GMT	https://www.classcentral.com/report/	C:/My%20Web%20Sites/new%20try/www.classcentral.com/report/index.html	(from https://www.classcentral.com/)
10:02:27	33057/33057	---M--	200	added ('OK')	image/png	date:Sat,%2004%20Mar%202023%2006:06:09%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=11c7448eb8908a8cc785e26ec27de650	C:/My%20Web%20Sites/new%20try/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-timec7ac.png	(from https://www.classcentral.com/)
10:02:27	838918/838918	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Mar%202023%2004:32:28%20GMT	https://www.classcentral.com/collection/top-free-online-courses	C:/My%20Web%20Sites/new%20try/www.classcentral.com/collection/top-free-online-courses.html	(from https://www.classcentral.com/)
10:02:27	198539/198539	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:08:35%20GMT	https://www.classcentral.com/report/most-popular-online-courses/	C:/My%20Web%20Sites/new%20try/www.classcentral.com/report/most-popular-online-courses/index.html	(from https://www.classcentral.com/)
10:02:27	4168/4168	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Oct%202022%2014:19:28%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-most-popular-of-all-time.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=6b9b3ca668420c3d807c332c51ee7f2c	C:/My%20Web%20Sites/new%20try/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-most-popular-of-all-time0931.png	(from https://www.classcentral.com/)
10:02:28	35437/35437	---M--	200	added ('OK')	image/png	date:Sat,%2004%20Mar%202023%2013:32:00%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-most-popular-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=8ddc221d6528da20924c85c064e17572	C:/My%20Web%20Sites/new%20try/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-most-popular-of-all-time45d9.png	(from https://www.classcentral.com/)
10:02:33	145278/145278	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:08:36%20GMT	https://www.classcentral.com/report/best-free-online-courses-2022/	C:/My%20Web%20Sites/new%20try/www.classcentral.com/report/best-free-online-courses-2022/index.html	(from https://www.classcentral.com/)
10:02:33	153404/153404	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:08:36%20GMT	https://www.classcentral.com/report/best-free-online-courses-2021/	C:/My%20Web%20Sites/new%20try/www.classcentral.com/report/best-free-online-courses-2021/index.html	(from https://www.classcentral.com/)
10:02:33	176694/176694	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:08:41%20GMT	https://www.classcentral.com/report/most-popular-courses-2022/	C:/My%20Web%20Sites/new%20try/www.classcentral.com/report/most-popular-courses-2022/index.html	(from https://www.classcentral.com/)
10:02:33	821979/821979	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Mar%202023%2004:32:32%20GMT	https://www.classcentral.com/collection/ivy-league-moocs	C:/My%20Web%20Sites/new%20try/www.classcentral.com/collection/ivy-league-moocs.html	(from https://www.classcentral.com/)
10:02:34	6215/6215	---M--	200	added ('OK')	image/jpeg	date:Sat,%2004%20Mar%202023%2018:31:14%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=0d3af0d0d31cdbdc684a726b330a759f	C:/My%20Web%20Sites/new%20try/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social5b92.jpg	(from https://www.classcentral.com/)
10:02:34	178558/178558	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:08:42%20GMT	https://www.classcentral.com/report/100-most-popular-online-courses-2021/	C:/My%20Web%20Sites/new%20try/www.classcentral.com/report/100-most-popular-online-courses-2021/index.html	(from https://www.classcentral.com/)
10:02:34	50744/50744	---M--	200	added ('OK')	image/jpeg	date:Sat,%2004%20Mar%202023%2012:25:15%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&h=420&ixlib=php-3.3.1&s=c49b305f32e1e971696b9852e3971c6b	C:/My%20Web%20Sites/new%20try/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social1fe9.jpg	(from https://www.classcentral.com/)
10:02:34	5751/5751	---M--	200	added ('OK')	image/png	date:Sat,%2004%20Mar%202023%2023:48:52%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=dbef6e5a11e80f652ab6a5ce5eb593b8	C:/My%20Web%20Sites/new%20try/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-coursesd038.png	(from https://www.classcentral.com/)
10:02:35	96645/96645	---M--	200	added ('OK')	image/png	date:Sat,%2004%20Mar%202023%2022:35:13%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&h=420&ixlib=php-3.3.1&s=9044610de77ddba19697f770dd2531c7	C:/My%20Web%20Sites/new%20try/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-courses08e8.png	(from https://www.classcentral.com/)
10:02:35	6083/6083	---M--	200	added ('OK')	image/png	date:Sat,%2004%20Mar%202023%2010:06:20%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-free-certificates.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=f880669c2a69683d851d6be4ee71652e	C:/My%20Web%20Sites/new%20try/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-free-certificates7462.png	(from https://www.classcentral.com/)
10:02:35	93874/93874	---M--	200	added ('OK')	image/png	date:Sat,%2004%20Mar%202023%2012:25:17%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-free-certificates.png?auto=format&h=420&ixlib=php-3.3.1&s=bc50a602c38dbf30802649312c6a4474	C:/My%20Web%20Sites/new%20try/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-free-certificatesbc95.png	(from https://www.classcentral.com/)
10:02:35	6773/6773	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Oct%202022%2013:00:41%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-google-certs.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=0d0859ee6dce9cd586fcc06d2e5d34ec	C:/My%20Web%20Sites/new%20try/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-google-certsa0be.png	(from https://www.classcentral.com/)
10:02:35	29596/29596	---M--	200	added ('OK')	image/png	date:Sat,%2004%20Mar%202023%2012:25:18%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-google-certs.png?auto=format&h=420&ixlib=php-3.3.1&s=ac4c48d612e7961d7335e87451e52ac4	C:/My%20Web%20Sites/new%20try/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-google-certsc6f1.png	(from https://www.classcentral.com/)
10:02:44	188084/188084	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:05:14%20GMT	https://www.classcentral.com/report/free-google-certifications/	C:/My%20Web%20Sites/new%20try/www.classcentral.com/report/free-google-certifications/index.html	(from https://www.classcentral.com/)
10:02:44	512606/512606	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:04:50%20GMT	https://www.classcentral.com/report/coursera-free-online-courses/	C:/My%20Web%20Sites/new%20try/www.classcentral.com/report/coursera-free-online-courses/index.html	(from https://www.classcentral.com/)
10:02:45	412743/412743	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:04:44%20GMT	https://www.classcentral.com/report/free-certificates/	C:/My%20Web%20Sites/new%20try/www.classcentral.com/report/free-certificates/index.html	(from https://www.classcentral.com/)
